student_id,module_id,pacing_score,cohesion_score,energy_score
STU_1106,MOD_04,optimal,clear,moderate
STU_1106,MOD_05,rushed,clear,high
STU_1106,MOD_06,rushed,confused,high
STU_1107,MOD_01,optimal,clear,moderate
STU_1107,MOD_02,rushed,clear,depleted
STU_1107,MOD_03,optimal,confused,high
STU_1107,MOD_04,rushed,clear,moderate
STU_1107,MOD_05,slow,clear,moderate
STU_1107,MOD_06,rushed,clear,moderate
STU_1108,MOD_01,optimal,clear,high
STU_1108,MOD_02,rushed,clear,high
STU_1108,MOD_03,optimal,clear,high
STU_1108,MOD_04,rushed,confused,depleted
STU_1108,MOD_05,rushed,confused,moderate
STU_1108,MOD_06,rushed,clear,moderate
STU_1109,MOD_01,optimal,confused,moderate
STU_1109,MOD_02,optimal,clear,moderate
STU_1109,MOD_03,optimal,clear,high
STU_1109,MOD_04,optimal,clear,high
STU_1109,MOD_05,optimal,clear,high
STU_1109,MOD_06,rushed,clear,moderate
STU_1110,MOD_01,optimal,confused,moderate
STU_1110,MOD_02,optimal,clear,high
STU_1110,MOD_03,slow,clear,high
STU_1110,MOD_04,rushed,clear,depleted
STU_1110,MOD_05,optimal,clear,high
STU_1110,MOD_06,optimal,confused,high
STU_1111,MOD_01,slow,clear,high
STU_1111,MOD_02,optimal,clear,high
STU_1111,MOD_03,optimal,clear,high
STU_1111,MOD_04,optimal,clear,high
STU_1111,MOD_05,optimal,confused,high
STU_1111,MOD_06,optimal,confused,high
STU_1112,MOD_01,rushed,clear,high
STU_1112,MOD_02,optimal,clear,high
STU_1112,MOD_03,rushed,clear,high
STU_1112,MOD_04,optimal,confused,moderate
STU_1112,MOD_05,slow,clear,depleted
STU_1112,MOD_06,optimal,clear,high
STU_1113,MOD_01,optimal,clear,high
STU_1113,MOD_02,optimal,clear,moderate
STU_1113,MOD_03,optimal,clear,moderate
STU_1113,MOD_04,rushed,confused,depleted
STU_1113,MOD_05,optimal,confused,moderate
STU_1113,MOD_06,optimal,confused,moderate
STU_1114,MOD_01,optimal,confused,high
STU_1114,MOD_02,rushed,clear,moderate
STU_1114,MOD_03,rushed,clear,high
STU_1114,MOD_04,rushed,clear,moderate
STU_1114,MOD_05,optimal,confused,high
STU_1114,MOD_06,optimal,clear,depleted
STU_1115,MOD_01,rushed,clear,high
STU_1115,MOD_02,optimal,clear,high
STU_1115,MOD_03,optimal,clear,moderate
STU_1115,MOD_04,rushed,confused,moderate
STU_1115,MOD_05,optimal,clear,high
STU_1115,MOD_06,rushed,clear,moderate
STU_1116,MOD_01,optimal,clear,moderate
STU_1116,MOD_02,optimal,clear,moderate
STU_1116,MOD_03,optimal,clear,high
STU_1116,MOD_04,rushed,clear,depleted
STU_1116,MOD_05,optimal,clear,depleted
STU_1116,MOD_06,rushed,clear,high
STU_1117,MOD_01,optimal,clear,moderate
STU_1117,MOD_02,optimal,confused,moderate
STU_1117,MOD_03,optimal,clear,depleted
STU_1117,MOD_04,optimal,clear,moderate
STU_1117,MOD_05,optimal,confused,high
STU_1117,MOD_06,optimal,clear,high
STU_1118,MOD_01,rushed,clear,high
STU_1118,MOD_02,optimal,clear,high
STU_1118,MOD_03,optimal,clear,moderate
STU_1118,MOD_04,optimal,confused,moderate
STU_1118,MOD_05,optimal,clear,high
STU_1118,MOD_06,optimal,clear,high
STU_1119,MOD_01,slow,confused,high
STU_1119,MOD_02,rushed,confused,high
STU_1119,MOD_03,rushed,clear,moderate
STU_1119,MOD_04,optimal,confused,depleted
STU_1119,MOD_05,optimal,clear,moderate
STU_1119,MOD_06,optimal,clear,moderate
STU_1120,MOD_01,optimal,clear,high
STU_1120,MOD_02,optimal,clear,moderate
STU_1120,MOD_03,rushed,clear,high
STU_1120,MOD_04,rushed,clear,moderate
STU_1120,MOD_05,slow,confused,moderate
STU_1120,MOD_06,optimal,clear,high
STU_1121,MOD_01,optimal,clear,high
STU_1121,MOD_02,rushed,clear,depleted
STU_1121,MOD_03,rushed,clear,high
STU_1121,MOD_04,optimal,clear,high
STU_1121,MOD_05,optimal,clear,high
STU_1121,MOD_06,optimal,clear,high
STU_1122,MOD_01,optimal,clear,high
STU_1122,MOD_02,optimal,confused,high
STU_1122,MOD_03,rushed,clear,high
STU_1122,MOD_04,rushed,clear,depleted
STU_1122,MOD_05,optimal,confused,depleted
STU_1122,MOD_06,rushed,clear,high
STU_1123,MOD_01,optimal,confused,moderate
STU_1123,MOD_02,optimal,clear,moderate
STU_1123,MOD_03,slow,confused,high
STU_1123,MOD_04,optimal,clear,high
STU_1123,MOD_05,rushed,confused,moderate
STU_1123,MOD_06,rushed,clear,moderate
STU_1124,MOD_01,rushed,clear,moderate
STU_1124,MOD_02,rushed,clear,high
STU_1124,MOD_03,optimal,clear,moderate
STU_1124,MOD_04,rushed,clear,high
STU_1124,MOD_05,optimal,fragmented,moderate
STU_1124,MOD_06,optimal,clear,high
STU_1125,MOD_01,rushed,clear,high
STU_1125,MOD_02,rushed,clear,high
STU_1125,MOD_03,rushed,clear,high
STU_1125,MOD_04,rushed,clear,moderate
STU_1125,MOD_05,optimal,confused,depleted
STU_1125,MOD_06,optimal,clear,moderate
STU_1126,MOD_01,optimal,clear,high
STU_1126,MOD_02,optimal,confused,moderate
STU_1126,MOD_03,optimal,clear,high
STU_1126,MOD_04,optimal,clear,moderate
STU_1126,MOD_05,optimal,confused,high
STU_1126,MOD_06,rushed,clear,high
STU_1127,MOD_01,optimal,clear,high
STU_1127,MOD_02,optimal,clear,high
STU_1127,MOD_03,rushed,clear,high
STU_1127,MOD_04,optimal,confused,moderate
STU_1127,MOD_05,optimal,fragmented,moderate
STU_1127,MOD_06,optimal,clear,moderate
STU_1128,MOD_01,optimal,fragmented,high
STU_1128,MOD_02,rushed,clear,high
STU_1128,MOD_03,rushed,clear,moderate
STU_1128,MOD_04,optimal,clear,depleted
STU_1128,MOD_05,rushed,fragmented,high
STU_1128,MOD_06,optimal,clear,moderate
STU_1129,MOD_01,optimal,fragmented,high
STU_1129,MOD_02,optimal,clear,high
STU_1129,MOD_03,rushed,clear,high
STU_1129,MOD_04,optimal,confused,moderate
STU_1129,MOD_05,optimal,clear,high
STU_1129,MOD_06,rushed,clear,moderate
STU_1130,MOD_01,optimal,clear,high
STU_1130,MOD_02,rushed,clear,high
STU_1130,MOD_03,rushed,clear,depleted
STU_1130,MOD_04,optimal,confused,moderate
STU_1130,MOD_05,optimal,clear,moderate
STU_1130,MOD_06,rushed,clear,moderate
STU_1131,MOD_01,slow,confused,moderate
STU_1131,MOD_02,optimal,confused,high
STU_1131,MOD_03,optimal,clear,moderate
STU_1131,MOD_04,rushed,confused,depleted
STU_1131,MOD_05,rushed,clear,depleted
STU_1131,MOD_06,optimal,confused,moderate
STU_1132,MOD_01,optimal,clear,moderate
STU_1132,MOD_02,optimal,clear,high
STU_1132,MOD_03,optimal,confused,depleted
STU_1132,MOD_04,rushed,confused,moderate
STU_1132,MOD_05,optimal,fragmented,high
STU_1132,MOD_06,rushed,confused,moderate
STU_1133,MOD_01,optimal,clear,moderate
STU_1133,MOD_02,optimal,clear,high
STU_1133,MOD_03,optimal,clear,high
STU_1133,MOD_04,optimal,confused,moderate
STU_1133,MOD_05,rushed,clear,moderate
STU_1133,MOD_06,optimal,clear,high
STU_1134,MOD_01,rushed,fragmented,moderate
STU_1134,MOD_02,optimal,clear,high
STU_1134,MOD_03,optimal,confused,moderate
STU_1134,MOD_04,rushed,confused,depleted
STU_1134,MOD_05,optimal,confused,depleted
STU_1134,MOD_06,optimal,clear,moderate
STU_1135,MOD_01,optimal,clear,high
STU_1135,MOD_02,optimal,clear,moderate
STU_1135,MOD_03,optimal,clear,depleted
STU_1135,MOD_04,optimal,clear,high
STU_1135,MOD_05,optimal,confused,moderate
STU_1135,MOD_06,rushed,clear,moderate
STU_1136,MOD_01,optimal,clear,moderate
STU_1136,MOD_02,optimal,clear,moderate
STU_1136,MOD_03,rushed,clear,high
STU_1136,MOD_04,optimal,fragmented,moderate
STU_1136,MOD_05,optimal,confused,high
STU_1136,MOD_06,optimal,clear,moderate
STU_1137,MOD_01,optimal,clear,moderate
STU_1137,MOD_02,optimal,clear,moderate
STU_1137,MOD_03,optimal,clear,high
STU_1137,MOD_04,rushed,confused,high
STU_1137,MOD_05,optimal,clear,high
STU_1137,MOD_06,optimal,clear,moderate
STU_1138,MOD_01,rushed,clear,high
STU_1138,MOD_02,optimal,clear,high
STU_1138,MOD_03,optimal,clear,high
STU_1138,MOD_04,optimal,clear,high
STU_1138,MOD_05,optimal,clear,moderate
STU_1138,MOD_06,optimal,clear,depleted
STU_1139,MOD_01,optimal,clear,depleted
STU_1139,MOD_02,rushed,clear,high
STU_1139,MOD_03,rushed,clear,moderate
STU_1139,MOD_04,rushed,clear,moderate
STU_1139,MOD_05,optimal,fragmented,moderate
STU_1139,MOD_06,slow,clear,high
STU_1140,MOD_01,optimal,clear,high
STU_1140,MOD_02,optimal,fragmented,high
STU_1140,MOD_03,rushed,clear,high
STU_1140,MOD_04,rushed,clear,high
STU_1140,MOD_05,optimal,clear,moderate
STU_1140,MOD_06,optimal,clear,moderate
STU_1141,MOD_01,optimal,clear,moderate
STU_1141,MOD_02,optimal,clear,high
STU_1141,MOD_03,optimal,clear,high
STU_1141,MOD_04,optimal,clear,moderate
STU_1141,MOD_05,rushed,confused,high
STU_1141,MOD_06,optimal,clear,high
STU_1142,MOD_01,optimal,confused,high
STU_1142,MOD_02,optimal,clear,high
STU_1142,MOD_03,rushed,clear,high
STU_1142,MOD_04,rushed,clear,moderate
STU_1142,MOD_05,rushed,clear,depleted
STU_1142,MOD_06,optimal,clear,high
STU_1143,MOD_01,optimal,clear,depleted
STU_1143,MOD_02,rushed,clear,moderate
STU_1143,MOD_03,optimal,clear,high
STU_1143,MOD_04,rushed,clear,moderate
STU_1143,MOD_05,optimal,clear,high
STU_1143,MOD_06,rushed,clear,moderate
STU_1144,MOD_01,optimal,clear,moderate
STU_1144,MOD_02,optimal,clear,high
STU_1144,MOD_03,rushed,clear,high
STU_1144,MOD_04,rushed,clear,moderate
STU_1144,MOD_05,optimal,clear,high
STU_1144,MOD_06,slow,confused,depleted
STU_1145,MOD_01,optimal,fragmented,high
STU_1145,MOD_02,optimal,clear,high
STU_1145,MOD_03,rushed,clear,moderate
STU_1145,MOD_04,rushed,clear,depleted
STU_1145,MOD_05,optimal,clear,moderate
STU_1145,MOD_06,optimal,clear,depleted
STU_1146,MOD_01,optimal,confused,moderate
STU_1146,MOD_02,rushed,clear,high
STU_1146,MOD_03,optimal,clear,high
STU_1146,MOD_04,slow,clear,high
STU_1146,MOD_05,optimal,confused,high
STU_1146,MOD_06,optimal,confused,moderate
STU_1147,MOD_01,optimal,clear,high
STU_1147,MOD_02,optimal,clear,high
STU_1147,MOD_03,optimal,fragmented,moderate
STU_1147,MOD_04,optimal,clear,depleted
STU_1147,MOD_05,rushed,fragmented,depleted
STU_1147,MOD_06,optimal,fragmented,moderate
STU_1148,MOD_01,optimal,clear,high
STU_1148,MOD_02,optimal,fragmented,high
STU_1148,MOD_03,optimal,confused,moderate
STU_1148,MOD_04,slow,clear,depleted
STU_1148,MOD_05,optimal,clear,moderate
STU_1148,MOD_06,optimal,clear,moderate
STU_1149,MOD_01,rushed,clear,moderate
STU_1149,MOD_02,optimal,clear,high
STU_1149,MOD_03,rushed,confused,high
STU_1149,MOD_04,optimal,clear,high
STU_1149,MOD_05,optimal,confused,high
STU_1149,MOD_06,optimal,clear,moderate
STU_1150,MOD_01,rushed,clear,high
STU_1150,MOD_02,optimal,fragmented,high
STU_1150,MOD_03,optimal,clear,high
STU_1150,MOD_04,optimal,fragmented,depleted
STU_1150,MOD_05,optimal,clear,moderate
STU_1150,MOD_06,optimal,clear,high
STU_1151,MOD_01,optimal,clear,moderate
STU_1151,MOD_02,rushed,clear,high
STU_1151,MOD_03,rushed,clear,high
STU_1151,MOD_04,optimal,clear,depleted
STU_1151,MOD_05,optimal,clear,moderate
STU_1151,MOD_06,optimal,clear,high
STU_1152,MOD_01,optimal,confused,moderate
STU_1152,MOD_02,optimal,clear,high
STU_1152,MOD_03,optimal,clear,high
STU_1152,MOD_04,rushed,clear,depleted
STU_1152,MOD_05,optimal,clear,high
STU_1152,MOD_06,optimal,clear,moderate
STU_1153,MOD_01,optimal,clear,moderate
STU_1153,MOD_02,optimal,clear,high
STU_1153,MOD_03,optimal,clear,high
STU_1153,MOD_04,rushed,clear,high
STU_1153,MOD_05,optimal,clear,moderate
STU_1153,MOD_06,optimal,clear,depleted
STU_1154,MOD_01,optimal,clear,high
STU_1154,MOD_02,rushed,clear,depleted
STU_1154,MOD_03,rushed,clear,moderate
STU_1154,MOD_04,optimal,clear,high
STU_1154,MOD_05,optimal,confused,moderate
STU_1154,MOD_06,rushed,clear,depleted
STU_1155,MOD_01,slow,clear,high
STU_1155,MOD_02,optimal,clear,high
STU_1155,MOD_03,rushed,clear,high
STU_1155,MOD_04,optimal,clear,depleted
STU_1155,MOD_05,rushed,clear,moderate
STU_1155,MOD_06,optimal,clear,depleted
STU_1156,MOD_01,optimal,clear,high
STU_1156,MOD_02,optimal,confused,moderate
STU_1156,MOD_03,optimal,clear,moderate
STU_1156,MOD_04,optimal,confused,depleted
STU_1156,MOD_05,optimal,confused,high
STU_1156,MOD_06,optimal,clear,depleted
STU_1157,MOD_01,optimal,clear,high
STU_1157,MOD_02,optimal,clear,high
STU_1157,MOD_03,rushed,clear,moderate
STU_1157,MOD_04,rushed,clear,depleted
STU_1157,MOD_05,rushed,confused,depleted
STU_1157,MOD_06,optimal,clear,depleted
STU_1158,MOD_01,optimal,fragmented,high
STU_1158,MOD_02,optimal,clear,moderate
STU_1158,MOD_03,rushed,confused,high
STU_1158,MOD_04,rushed,clear,depleted
STU_1158,MOD_05,rushed,clear,moderate
STU_1158,MOD_06,optimal,clear,depleted
STU_1159,MOD_01,optimal,clear,moderate
STU_1159,MOD_02,optimal,clear,moderate
STU_1159,MOD_03,rushed,clear,high
STU_1159,MOD_04,rushed,clear,moderate
STU_1159,MOD_05,optimal,confused,moderate
STU_1159,MOD_06,rushed,clear,high
STU_1160,MOD_01,optimal,clear,high
STU_1160,MOD_02,optimal,confused,high
STU_1160,MOD_03,optimal,clear,high
STU_1160,MOD_04,rushed,confused,high
STU_1160,MOD_05,optimal,clear,moderate
STU_1160,MOD_06,slow,clear,moderate
STU_1161,MOD_01,slow,clear,high
STU_1161,MOD_02,optimal,clear,high
STU_1161,MOD_03,rushed,clear,high
STU_1161,MOD_04,rushed,clear,high
STU_1161,MOD_05,optimal,confused,depleted
STU_1161,MOD_06,optimal,clear,high
STU_1162,MOD_01,optimal,clear,high
STU_1162,MOD_02,optimal,clear,high
STU_1162,MOD_03,rushed,fragmented,high
STU_1162,MOD_04,optimal,confused,moderate
STU_1162,MOD_05,optimal,clear,moderate
STU_1162,MOD_06,optimal,confused,high
STU_1163,MOD_01,optimal,clear,moderate
STU_1163,MOD_02,optimal,clear,moderate
STU_1163,MOD_03,optimal,clear,high
STU_1163,MOD_04,optimal,clear,moderate
STU_1163,MOD_05,slow,clear,moderate
STU_1163,MOD_06,rushed,clear,depleted
STU_1164,MOD_01,rushed,clear,high
STU_1164,MOD_02,optimal,confused,high
STU_1164,MOD_03,rushed,clear,moderate
STU_1164,MOD_04,rushed,clear,moderate
STU_1164,MOD_05,optimal,clear,moderate
STU_1164,MOD_06,rushed,clear,depleted
STU_1165,MOD_01,rushed,clear,high
STU_1165,MOD_02,optimal,clear,high
STU_1165,MOD_03,optimal,clear,high
STU_1165,MOD_04,optimal,clear,depleted
STU_1165,MOD_05,optimal,confused,moderate
STU_1165,MOD_06,optimal,clear,high
STU_1166,MOD_01,optimal,clear,high
STU_1166,MOD_02,rushed,clear,moderate
STU_1166,MOD_03,optimal,clear,high
STU_1166,MOD_04,rushed,confused,moderate
STU_1166,MOD_05,optimal,clear,moderate
STU_1166,MOD_06,optimal,clear,moderate
STU_1167,MOD_01,optimal,confused,high
STU_1167,MOD_02,optimal,clear,high
STU_1167,MOD_03,rushed,clear,high
STU_1167,MOD_04,rushed,clear,depleted
STU_1167,MOD_05,rushed,confused,moderate
STU_1167,MOD_06,optimal,clear,high
STU_1168,MOD_01,rushed,clear,moderate
STU_1168,MOD_02,optimal,confused,moderate
STU_1168,MOD_03,rushed,clear,high
STU_1168,MOD_04,rushed,clear,moderate
STU_1168,MOD_05,optimal,clear,moderate
STU_1168,MOD_06,optimal,clear,depleted
STU_1169,MOD_01,optimal,clear,high
STU_1169,MOD_02,optimal,confused,high
STU_1169,MOD_03,rushed,clear,high
STU_1169,MOD_04,rushed,confused,moderate
STU_1169,MOD_05,optimal,confused,depleted
STU_1169,MOD_06,optimal,clear,high
STU_1170,MOD_01,rushed,clear,high
STU_1170,MOD_02,rushed,clear,high
STU_1170,MOD_03,optimal,clear,high
STU_1170,MOD_04,rushed,clear,high
STU_1170,MOD_05,rushed,confused,high
STU_1170,MOD_06,optimal,clear,high
STU_1171,MOD_01,optimal,clear,high
STU_1171,MOD_02,optimal,clear,high
STU_1171,MOD_03,slow,clear,high
STU_1171,MOD_04,rushed,clear,moderate
STU_1171,MOD_05,optimal,confused,high
STU_1171,MOD_06,optimal,clear,depleted
STU_1172,MOD_01,optimal,clear,high
STU_1172,MOD_02,rushed,clear,high
STU_1172,MOD_03,optimal,clear,high
STU_1172,MOD_04,optimal,clear,moderate
STU_1172,MOD_05,optimal,clear,moderate
STU_1172,MOD_06,rushed,clear,moderate
STU_1173,MOD_01,optimal,clear,high
STU_1173,MOD_02,optimal,clear,moderate
STU_1173,MOD_03,optimal,confused,high
STU_1173,MOD_04,rushed,confused,moderate
STU_1173,MOD_05,rushed,confused,depleted
STU_1173,MOD_06,optimal,clear,high
STU_1174,MOD_01,optimal,clear,high
STU_1174,MOD_02,optimal,clear,high
STU_1174,MOD_03,slow,clear,high
STU_1174,MOD_04,rushed,clear,depleted
STU_1174,MOD_05,optimal,fragmented,moderate
STU_1174,MOD_06,optimal,clear,moderate
STU_1175,MOD_01,rushed,clear,high
STU_1175,MOD_02,optimal,clear,moderate
STU_1175,MOD_03,rushed,clear,moderate
STU_1175,MOD_04,optimal,clear,moderate
STU_1175,MOD_05,optimal,clear,high
STU_1175,MOD_06,optimal,clear,moderate
STU_1176,MOD_01,optimal,clear,high
STU_1176,MOD_02,optimal,clear,moderate
STU_1176,MOD_03,rushed,clear,moderate
STU_1176,MOD_04,optimal,fragmented,moderate
STU_1176,MOD_05,optimal,confused,depleted
STU_1176,MOD_06,optimal,clear,high
STU_1177,MOD_01,optimal,clear,high
STU_1177,MOD_02,optimal,clear,high
STU_1177,MOD_03,rushed,confused,high
STU_1177,MOD_04,rushed,clear,moderate
STU_1177,MOD_05,optimal,confused,moderate
STU_1177,MOD_06,optimal,clear,moderate
STU_1178,MOD_01,optimal,clear,high
STU_1178,MOD_02,optimal,clear,moderate
STU_1178,MOD_03,rushed,clear,high
STU_1178,MOD_04,optimal,confused,moderate
STU_1178,MOD_05,optimal,clear,high
STU_1178,MOD_06,optimal,clear,moderate
STU_1179,MOD_01,optimal,clear,moderate
STU_1179,MOD_02,optimal,clear,high
STU_1179,MOD_03,optimal,clear,moderate
STU_1179,MOD_04,optimal,clear,depleted
STU_1179,MOD_05,slow,confused,moderate
STU_1179,MOD_06,optimal,clear,high
STU_1180,MOD_01,slow,clear,moderate
STU_1180,MOD_02,optimal,confused,depleted
STU_1180,MOD_03,rushed,clear,high
STU_1180,MOD_04,rushed,clear,high
STU_1180,MOD_05,optimal,clear,high
STU_1180,MOD_06,optimal,clear,high
STU_1181,MOD_01,optimal,clear,high
STU_1181,MOD_02,optimal,clear,high
STU_1181,MOD_03,optimal,confused,high
STU_1181,MOD_04,optimal,fragmented,moderate
STU_1181,MOD_05,optimal,confused,high
STU_1181,MOD_06,optimal,clear,depleted
STU_1182,MOD_01,optimal,clear,high
STU_1182,MOD_02,slow,fragmented,high
STU_1182,MOD_03,optimal,clear,high
STU_1182,MOD_04,rushed,clear,moderate
STU_1182,MOD_05,optimal,clear,depleted
STU_1182,MOD_06,rushed,clear,moderate
STU_1183,MOD_01,optimal,clear,high
STU_1183,MOD_02,optimal,clear,high
STU_1183,MOD_03,optimal,clear,moderate
STU_1183,MOD_04,optimal,clear,high
STU_1183,MOD_05,optimal,confused,moderate
STU_1183,MOD_06,optimal,confused,depleted
STU_1184,MOD_01,optimal,clear,high
STU_1184,MOD_02,optimal,clear,moderate
STU_1184,MOD_03,optimal,clear,high
STU_1184,MOD_04,rushed,clear,moderate
STU_1184,MOD_05,rushed,confused,depleted
STU_1184,MOD_06,optimal,clear,high
STU_1185,MOD_01,optimal,clear,moderate
STU_1185,MOD_02,optimal,confused,depleted
STU_1185,MOD_03,rushed,confused,high
STU_1185,MOD_04,slow,clear,depleted
STU_1185,MOD_05,rushed,clear,high
STU_1185,MOD_06,slow,confused,depleted
STU_1186,MOD_01,rushed,clear,high
STU_1186,MOD_02,optimal,clear,high
STU_1186,MOD_03,rushed,clear,high
STU_1186,MOD_04,rushed,fragmented,depleted
STU_1186,MOD_05,slow,clear,moderate
STU_1186,MOD_06,optimal,clear,moderate
STU_1187,MOD_01,rushed,clear,high
STU_1187,MOD_02,optimal,clear,high
STU_1187,MOD_03,optimal,clear,high
STU_1187,MOD_04,optimal,clear,high
STU_1187,MOD_05,optimal,clear,moderate
STU_1187,MOD_06,optimal,clear,moderate
STU_1188,MOD_01,rushed,clear,high
STU_1188,MOD_02,optimal,clear,high
STU_1188,MOD_03,rushed,confused,high
STU_1188,MOD_04,rushed,clear,moderate
STU_1188,MOD_05,optimal,confused,moderate
STU_1188,MOD_06,optimal,clear,moderate
STU_1189,MOD_01,slow,confused,high
STU_1189,MOD_02,rushed,clear,moderate
STU_1189,MOD_03,rushed,clear,moderate
STU_1189,MOD_04,rushed,confused,moderate
STU_1189,MOD_05,optimal,clear,depleted
STU_1189,MOD_06,rushed,clear,depleted
STU_1190,MOD_01,optimal,clear,high
STU_1190,MOD_02,optimal,clear,high
STU_1190,MOD_03,rushed,clear,high
STU_1190,MOD_04,optimal,clear,high
STU_1190,MOD_05,optimal,clear,moderate
STU_1190,MOD_06,optimal,confused,depleted
STU_1191,MOD_01,rushed,clear,moderate
STU_1191,MOD_02,optimal,clear,high
STU_1191,MOD_03,optimal,clear,high
STU_1191,MOD_04,optimal,clear,high
STU_1191,MOD_05,optimal,clear,high
STU_1191,MOD_06,rushed,confused,moderate
STU_1192,MOD_01,optimal,clear,high
STU_1192,MOD_02,optimal,clear,high
STU_1192,MOD_03,optimal,clear,high
STU_1192,MOD_04,rushed,clear,depleted
STU_1192,MOD_05,optimal,clear,moderate
STU_1192,MOD_06,rushed,clear,moderate
STU_1193,MOD_01,slow,clear,high
STU_1193,MOD_02,optimal,clear,high
STU_1193,MOD_03,rushed,clear,high
STU_1193,MOD_04,optimal,fragmented,moderate
STU_1193,MOD_05,optimal,clear,high
STU_1193,MOD_06,optimal,clear,moderate
STU_1194,MOD_01,rushed,clear,high
STU_1194,MOD_02,rushed,clear,high
STU_1194,MOD_03,optimal,clear,high
STU_1194,MOD_04,rushed,confused,high
STU_1194,MOD_05,optimal,clear,moderate
STU_1194,MOD_06,optimal,clear,moderate
STU_1195,MOD_01,optimal,clear,high
STU_1195,MOD_02,optimal,clear,moderate
STU_1195,MOD_03,rushed,clear,high
STU_1195,MOD_04,slow,confused,depleted
STU_1195,MOD_05,optimal,confused,moderate
STU_1195,MOD_06,optimal,confused,depleted
STU_1196,MOD_01,optimal,clear,high
STU_1196,MOD_02,slow,clear,moderate
STU_1196,MOD_03,optimal,clear,depleted
STU_1196,MOD_04,rushed,clear,high
STU_1196,MOD_05,optimal,clear,moderate
STU_1196,MOD_06,optimal,confused,high
STU_1197,MOD_01,optimal,clear,high
STU_1197,MOD_02,rushed,clear,high
STU_1197,MOD_03,slow,clear,high
STU_1197,MOD_04,rushed,clear,moderate
STU_1197,MOD_05,optimal,confused,moderate
STU_1197,MOD_06,optimal,confused,moderate
STU_1198,MOD_01,rushed,clear,moderate
STU_1198,MOD_02,optimal,clear,moderate
STU_1198,MOD_03,optimal,confused,high
STU_1198,MOD_04,optimal,clear,high
STU_1198,MOD_05,rushed,clear,moderate
STU_1198,MOD_06,optimal,clear,moderate
STU_1199,MOD_01,optimal,clear,high
STU_1199,MOD_02,optimal,clear,high
STU_1199,MOD_03,rushed,clear,moderate
STU_1199,MOD_04,rushed,confused,moderate
STU_1199,MOD_05,optimal,confused,moderate
STU_1199,MOD_06,optimal,confused,high
STU_1200,MOD_01,rushed,confused,moderate
STU_1200,MOD_02,rushed,clear,high
STU_1200,MOD_03,rushed,fragmented,high
STU_1200,MOD_04,rushed,clear,moderate
STU_1200,MOD_05,rushed,confused,moderate
STU_1200,MOD_06,rushed,clear,moderate
